hora_tour_start,stops_last,total_distance_last,Duracion Tour(m)
10,2,1.32,83
15,2,1.36,12
15,2,2.56,126
10,2,3.18,15
15,2,4.55,73
14,2,5.26,310
16,2,5.49,53
17,2,5.54,86
16,2,6.5,151
16,2,8.84,303
11,2,9.73,324
15,2,11.17,204
14,2,11.71,258
14,2,12.42,179
18,2,13.99,98
19,2,14.05,174
13,2,15.08,292
20,2,15.97,34
11,2,16.7,67
12,2,17.42,355
15,2,19.09,54
14,2,19.21,46
14,2,19.74,222
17,2,20.2,74
12,2,20.65,191
16,2,20.69,233
11,2,21.12,157
15,2,21.31,122
15,2,21.45,246
14,2,22.14,70
13,2,22.27,98
14,2,22.68,73
16,2,23.68,326
12,2,24.31,67
17,2,24.46,239
10,2,24.78,369
17,2,24.99,352
16,2,26.93,56
14,2,27.04,67
16,2,27.4,91
13,2,29.15,75
16,2,29.27,65
11,2,31.74,364
14,2,31.89,105
15,2,32.19,144
12,2,34.77,446
13,2,35.96,86
10,2,38.34,90
11,2,38.65,213
16,2,39.16,202
17,2,41.8,297
16,2,42.28,179
16,2,45.98,180
16,2,46.43,264
14,2,50.08,194
13,2,53.75,272
10,2,55.69,330
13,2,61.35,203
14,2,63.59,497
14,3,5.94,180
16,3,6.45,19
13,3,7.54,394
9,3,7.71,47
10,3,9.38,31
15,3,10.12,94
16,3,10.17,348
14,3,10.34,405
12,3,10.91,25
15,3,11.35,225
15,3,11.56,123
11,3,11.59,103
17,3,13.26,207
18,3,13.46,81
17,3,14.24,231
15,3,14.38,303
18,3,14.53,71
15,3,15.04,316
17,3,15.64,77
15,3,15.99,237
16,3,16.1,192
17,3,16.6,282
16,3,18.08,235
15,3,18.46,165
11,3,18.72,266
14,3,18.89,165
15,3,19.17,50
17,3,19.47,132
15,3,20.08,267
11,3,20.82,156
9,3,21.06,202
16,3,21.31,70
15,3,21.59,101
14,3,21.92,218
10,3,22.44,346
11,3,22.79,101
15,3,23.71,342
16,3,24.01,375
8,3,24.25,143
14,3,24.47,93
8,3,24.7,62
13,3,25.21,264
15,3,25.3,110
10,3,25.54,291
11,3,25.58,270
16,3,25.77,161
17,3,25.84,242
17,3,26.82,175
15,3,28.31,334
15,3,28.55,120
16,3,28.73,401
12,3,28.85,72
17,3,28.93,183
13,3,29.78,84
15,3,30.42,157
14,3,30.75,111
12,3,31.43,380
16,3,31.81,74
14,3,31.95,364
17,3,32,242
17,3,32.48,106
19,3,32.71,161
16,3,33.05,67
18,3,33.52,207
16,3,33.76,91
15,3,34.49,221
11,3,34.82,262
15,3,34.88,355
17,3,34.99,308
16,3,36.05,180
10,3,36.75,297
17,3,36.84,208
14,3,37.21,128
17,3,37.67,339
8,3,38.05,109
13,3,40.03,171
15,3,41.15,245
9,3,41.44,101
16,3,43.61,210
10,3,45.18,119
8,3,45.3,165
17,3,46.36,271
15,3,46.71,166
18,3,46.81,174
9,3,47.99,357
10,3,48.18,249
15,3,48.53,229
13,3,48.88,353
10,3,52.07,204
12,3,52.69,314
11,3,53.01,409
15,3,53.51,150
15,3,56.05,188
13,3,56.42,271
15,3,60.93,172
16,3,70.12,346
13,4,5.61,98
18,4,6.73,47
15,4,8.04,111
13,4,9.2,489
17,4,10.63,126
17,4,11.06,143
16,4,11.26,111
16,4,12.45,274
17,4,12.58,80
16,4,12.75,221
14,4,14.64,81
10,4,14.76,249
18,4,15.39,121
11,4,16.54,271
17,4,16.85,118
12,4,17.11,35
15,4,17.48,90
17,4,17.68,247
17,4,18.91,259
17,4,20.13,222
16,4,20.91,219
10,4,21.07,76
17,4,21.1,51
16,4,21.33,244
14,4,21.43,224
17,4,22.06,346
16,4,22.33,243
11,4,22.71,98
13,4,22.78,392
11,4,23.15,57
13,4,23.26,342
8,4,23.36,281
15,4,23.41,241
16,4,24.23,205
16,4,24.7,323
10,4,25.28,75
11,4,25.63,101
14,4,26.97,81
14,4,27.05,221
15,4,27.13,55
12,4,27.22,513
16,4,27.69,315
10,4,27.95,289
12,4,28.11,326
10,4,28.39,199
16,4,28.53,113
11,4,28.66,84
15,4,28.75,143
13,4,28.98,102
9,4,29.32,457
14,4,29.54,114
8,4,29.63,251
17,4,30.56,253
15,4,30.72,410
16,4,31.03,90
16,4,31.89,293
16,4,31.92,309
12,4,33.2,146
17,4,33.67,260
17,4,33.83,322
11,4,34.31,323
11,4,35.04,306
14,4,35.33,199
17,4,35.44,132
17,4,36.34,301
10,4,36.61,483
14,4,36.66,137
13,4,36.75,91
11,4,37.34,201
15,4,38.43,96
11,4,38.49,299
13,4,38.82,301
15,4,38.84,261
10,4,39.18,89
10,4,39.44,305
10,4,40.04,96
16,4,41.82,226
10,4,42.04,138
12,4,42.96,172
11,4,43.1,311
11,4,43.28,230
13,4,43.62,458
14,4,44.9,274
11,4,45.78,291
16,4,46.59,99
11,4,46.87,465
17,4,47.66,300
10,4,47.69,155
10,4,47.7,225
9,4,47.72,343
11,4,47.79,229
11,4,47.87,280
8,4,48.71,260
14,4,52.76,388
12,4,53.78,391
17,4,53.81,243
14,4,53.83,265
12,4,57.76,185
16,4,59.33,184
17,4,61.13,294
16,4,63.8,319
11,4,64.29,147
8,4,65.97,143
16,5,4.55,43
16,5,7.06,40
16,5,7.29,307
18,5,8.27,25
18,5,9.07,113
16,5,9.49,204
9,5,10.25,286
14,5,10.51,111
11,5,13.2,334
16,5,13.28,94
11,5,14.71,549
15,5,15.3,58
16,5,15.44,144
12,5,16.72,58
14,5,16.75,95
14,5,17.74,104
12,5,18.3,126
15,5,18.49,341
16,5,19.42,324
16,5,19.67,138
16,5,21.29,187
12,5,22.09,359
15,5,22.61,118
16,5,22.73,71
17,5,22.94,204
18,5,22.98,211
11,5,23.15,300
16,5,24.48,203
14,5,25.34,83
16,5,25.39,324
11,5,25.73,201
12,5,26.65,295
16,5,26.77,230
13,5,26.92,98
13,5,26.96,162
12,5,27.86,114
9,5,28.61,106
16,5,29.12,322
16,5,29.56,196
15,5,30.01,87
8,5,30.55,67
16,5,30.8,309
8,5,31.07,111
16,5,31.77,264
14,5,32.04,85
10,5,33.01,270
11,5,33.11,241
15,5,33.13,115
16,5,33.69,277
18,5,34.31,184
15,5,34.51,247
17,5,36.16,278
18,5,37.26,113
17,5,37.45,81
15,5,37.78,77
13,5,38.74,103
17,5,39.51,231
12,5,40.12,361
16,5,41,255
10,5,41.04,318
13,5,41.21,153
13,5,42.51,278
12,5,43.69,481
15,5,44.02,146
16,5,44.25,196
15,5,44.7,309
16,5,44.77,97
15,5,45.43,253
17,5,45.76,261
12,5,45.92,130
14,5,46.36,368
16,5,47.46,172
11,5,49.12,110
11,5,50.77,274
11,5,51.31,327
11,5,54.17,206
16,5,55.43,233
12,5,58.53,508
11,5,60.91,227
12,5,61.81,565
15,5,62.23,311
15,5,62.96,330
10,5,63.26,166
12,5,64.76,235
11,5,65.17,329
14,5,65.41,288
14,5,67.7,446
13,5,67.75,203
13,5,78.38,293
11,5,79.04,207
17,6,7.95,106
10,6,9.93,126
14,6,10.8,56
18,6,11.04,103
9,6,14.9,227
17,6,16.93,161
14,6,18.14,419
16,6,18.93,116
15,6,18.94,309
15,6,19,53
14,6,20.26,91
10,6,20.5,331
16,6,21.41,134
15,6,21.95,113
13,6,22.11,171
9,6,22.85,397
18,6,23.06,125
17,6,23.78,59
13,6,23.88,180
18,6,24.15,201
15,6,24.31,70
11,6,25.17,515
9,6,25.2,71
14,6,26.04,269
16,6,26.57,346
12,6,29.1,448
16,6,29.61,348
15,6,30.25,114
16,6,30.51,144
11,6,31.67,225
17,6,31.95,230
14,6,32.59,466
14,6,33.08,118
11,6,33.78,198
11,6,34.17,117
11,6,34.29,134
9,6,35.13,74
14,6,36.11,328
19,6,36.14,144
15,6,36.58,190
17,6,36.98,292
10,6,37.04,266
17,6,37.75,160
16,6,38.46,370
16,6,40.4,289
15,6,40.84,113
14,6,41.11,349
17,6,42.41,190
9,6,46.05,191
12,6,46.28,560
16,6,46.41,385
15,6,49.1,263
9,6,51.01,230
14,6,53.87,369
12,6,54.91,345
17,6,55.93,322
10,6,59.36,214
13,6,59.57,340
15,6,60,222
11,6,69.54,288
14,6,79.63,179
17,7,6.87,148
17,7,8.97,167
16,7,9.91,215
13,7,13.67,112
17,7,14.17,169
17,7,14.42,270
11,7,14.75,57
14,7,14.95,110
15,7,16.28,88
12,7,18.2,131
15,7,21.83,176
15,7,22.08,90
16,7,23.3,145
10,7,24.68,145
14,7,24.8,105
11,7,25.3,148
14,7,25.74,58
17,7,25.91,113
18,7,26.66,157
14,7,26.77,134
18,7,27.01,141
17,7,28.19,246
15,7,30.22,107
9,7,30.51,295
15,7,31.7,237
11,7,32.23,539
9,7,33.86,96
15,7,33.94,376
16,7,34.14,297
12,7,34.73,293
11,7,35.11,72
12,7,35.28,172
15,7,35.8,202
14,7,35.81,123
13,7,36.59,152
16,7,36.84,348
10,7,37.01,320
12,7,37.72,98
15,7,38.24,135
16,7,38.93,288
16,7,39.14,155
13,7,39.56,305
18,7,40.12,137
8,7,40.85,400
14,7,41.62,214
17,7,41.71,283
17,7,42.79,225
15,7,43.6,256
15,7,45.56,249
11,7,46.36,233
12,7,46.62,225
16,7,46.68,254
12,7,48.73,424
12,7,50.41,396
12,7,50.77,281
17,7,51.22,184
14,7,51.23,216
13,7,51.47,252
12,7,53.62,356
11,7,56.14,368
18,7,56.99,203
13,7,58.72,165
17,7,59.72,341
16,7,60.86,345
11,7,61.75,234
16,7,62.78,447
17,7,63.34,219
15,7,64.28,374
13,7,64.41,298
13,7,65.69,266
16,7,69.7,158
16,7,72.44,299
16,7,74.18,313
16,7,75.15,295
10,7,75.91,279
11,7,76.21,461
17,8,9.22,95
18,8,9.87,98
11,8,14.67,411
17,8,15.4,232
15,8,15.99,101
16,8,16.12,112
17,8,16.4,139
17,8,16.47,146
17,8,17.66,60
15,8,18.53,266
18,8,20.63,145
15,8,21.51,156
10,8,22.03,95
11,8,23.03,146
18,8,24.86,74
15,8,25.99,81
10,8,26.83,130
14,8,27.36,132
14,8,27.98,136
18,8,27.99,182
15,8,28,352
12,8,29.07,226
17,8,29.34,186
14,8,29.65,179
14,8,30.64,284
11,8,31.04,171
10,8,31.39,170
17,8,31.44,153
14,8,32.02,181
17,8,32.72,231
15,8,33.91,271
15,8,34.83,272
14,8,35.2,157
18,8,35.59,147
13,8,35.59,119
13,8,35.72,125
14,8,36.72,235
12,8,37.21,117
17,8,37.77,85
11,8,38.41,432
18,8,38.57,182
10,8,39.6,148
11,8,39.79,221
15,8,39.94,162
15,8,40.02,193
16,8,41.02,153
14,8,41.03,152
17,8,41.52,237
17,8,41.72,302
15,8,44.35,101
11,8,44.83,271
11,8,44.86,544
17,8,45.33,256
14,8,46.66,390
14,8,46.68,179
16,8,48.42,347
10,8,48.53,380
11,8,49,287
10,8,51.47,268
17,8,52.11,195
16,8,53.76,200
18,8,54.06,235
8,8,54.69,115
15,8,56.15,133
18,8,56.44,280
14,8,59.21,402
17,8,60.11,292
16,8,61.48,213
15,8,65.13,253
17,8,65.2,164
11,8,66.46,408
14,8,71.31,241
17,8,71.61,153
17,8,75.38,310
15,8,79.88,186
19,9,7.5,28
18,9,10.76,101
17,9,11.94,87
13,9,15.69,88
19,9,15.9,190
17,9,17.69,54
16,9,18.43,136
19,9,18.76,100
20,9,18.87,184
18,9,19.46,83
16,9,19.7,82
14,9,20.18,180
9,9,20.52,242
15,9,21.09,191
17,9,21.13,152
16,9,21.44,277
17,9,22.07,120
16,9,22.24,212
18,9,22.56,276
9,9,23.46,176
12,9,24.87,334
16,9,24.96,157
12,9,24.98,244
12,9,25.07,219
14,9,25.59,217
11,9,25.64,117
12,9,26.52,205
12,9,26.65,327
17,9,26.77,148
13,9,27.84,168
17,9,28.07,226
16,9,28.97,378
17,9,29.45,128
14,9,29.5,168
17,9,30.07,166
17,9,31.55,196
9,9,31.79,112
16,9,32.13,222
18,9,32.28,152
10,9,32.32,116
16,9,32.69,229
16,9,33.82,305
16,9,33.83,300
17,9,34.21,185
18,9,34.23,193
14,9,34.52,299
13,9,34.81,165
12,9,35.21,190
15,9,36.18,185
15,9,36.6,146
14,9,36.92,319
16,9,37.45,223
14,9,37.98,398
15,9,37.99,270
16,9,38.24,119
14,9,38.6,195
15,9,38.91,175
16,9,39.65,181
16,9,40.49,194
17,9,42.25,192
14,9,43.11,118
14,9,43.22,142
16,9,44.18,446
12,9,46.85,213
15,9,47.1,196
13,9,49.63,264
11,9,51.25,317
15,9,51.98,303
13,9,52.31,281
16,9,55.63,137
11,9,57.97,367
12,9,59.09,284
12,9,60.48,319
13,9,61.42,145
9,9,62.19,274
17,9,63.86,237
12,9,64,309
12,9,65.25,383
17,9,65.71,240
11,9,66.36,360
14,9,66.55,233
16,9,66.81,356
12,9,69.72,437
12,9,69.81,281
14,9,70.38,188
14,9,71.2,321
16,9,71.73,387
12,9,72.88,496
15,9,74.39,297
11,9,74.51,370
15,9,76.22,306
16,9,77.41,315
11,9,78.71,221
17,10,6.48,156
17,10,8.1,170
16,10,10.32,81
14,10,11.6,369
14,10,12.83,97
16,10,13.54,128
17,10,13.58,206
17,10,13.64,113
18,10,15.92,77
15,10,16.06,412
12,10,16.1,105
13,10,16.15,133
19,10,16.28,217
17,10,16.49,97
15,10,16.65,165
18,10,17.41,212
18,10,17.81,200
17,10,18.02,277
14,10,18.96,109
13,10,19.23,238
16,10,19.38,198
15,10,19.87,212
14,10,22.03,124
17,10,22.18,188
14,10,22.77,485
18,10,22.84,284
13,10,23.59,134
14,10,23.75,240
14,10,24.06,268
19,10,24.61,139
17,10,25.7,113
12,10,25.71,144
15,10,26.8,174
13,10,27.36,127
15,10,27.88,226
12,10,28.29,170
16,10,28.38,252
14,10,28.45,161
18,10,28.86,144
14,10,29.01,187
14,10,29.46,138
18,10,29.87,102
14,10,30.44,187
11,10,30.59,129
14,10,30.63,178
13,10,31.43,152
12,10,31.45,277
14,10,33.25,306
14,10,33.88,163
14,10,34.01,197
8,10,34.09,408
11,10,35.21,486
17,10,35.23,182
10,10,35.61,159
18,10,36.34,168
18,10,36.53,295
15,10,37.22,178
11,10,37.51,87
17,10,38.22,248
15,10,38.26,173
16,10,39,98
13,10,39.69,114
17,10,39.77,267
12,10,40.28,286
14,10,40.31,244
10,10,41.08,142
18,10,44.31,165
13,10,48.48,182
12,10,49.56,162
12,10,49.99,433
12,10,51.56,107
13,10,51.7,363
12,10,54.45,257
14,10,56.94,350
12,10,56.95,158
16,10,57.59,154
16,10,59.07,269
16,10,59.4,298
16,10,60.25,188
11,10,60.39,339
11,10,60.56,274
16,10,61.1,220
15,10,63.03,221
8,10,63.28,308
12,10,63.29,259
14,10,64.35,299
12,10,64.64,344
10,10,65.21,370
14,10,66.05,198
11,10,68.32,283
15,10,68.52,285
17,10,68.96,332
12,10,69.88,249
14,10,70.82,418
16,10,72.69,264
13,10,78.43,287
17,11,9.55,116
11,11,12.45,130
17,11,12.55,213
17,11,13.85,181
18,11,14.07,157
17,11,14.28,177
17,11,14.74,193
17,11,15.54,114
15,11,15.77,418
17,11,15.79,94
18,11,16.47,223
15,11,16.53,200
15,11,17.61,109
17,11,18.24,244
15,11,18.99,136
15,11,19.59,198
11,11,19.8,148
11,11,20.21,402
17,11,20.41,159
16,11,20.61,140
17,11,20.95,189
16,11,21.32,209
17,11,21.32,156
15,11,21.47,117
12,11,22.01,379
16,11,22.48,143
19,11,22.61,136
15,11,23.21,171
14,11,25.33,141
14,11,25.5,223
13,11,25.59,148
18,11,26.22,311
15,11,26.76,136
11,11,26.87,140
17,11,27,89
12,11,27.12,362
16,11,28.13,166
16,11,28.28,154
16,11,28.63,194
14,11,29.59,287
12,11,29.62,151
17,11,29.83,315
10,11,32.3,498
10,11,32.35,132
11,11,32.43,319
17,11,32.61,158
14,11,35.01,164
13,11,35.4,359
18,11,35.57,121
12,11,35.62,310
13,11,35.71,247
10,11,35.88,129
17,11,39.71,82
13,11,40.39,333
12,11,40.85,135
14,11,40.88,196
15,11,44.23,315
11,11,45.2,504
18,11,45.99,126
11,11,47.04,314
18,11,47.5,200
14,11,48.48,265
14,11,49.04,277
12,11,50.7,369
14,11,51.14,314
15,11,51.83,222
14,11,52.73,188
12,11,53.21,269
17,11,53.75,310
11,11,56.29,584
12,11,56.86,211
11,11,57.18,303
16,11,58.15,367
11,11,59.91,301
20,11,60.3,122
13,11,62.24,235
11,11,62.44,206
14,11,63.57,179
19,11,63.82,147
16,11,66.21,225
16,11,68.78,267
14,11,71.88,450
16,11,72.28,200
13,11,75.72,253
14,11,76.16,236
11,11,77.47,334
16,11,79.35,271
9,11,79.53,233
18,12,12.19,146
18,12,13.57,130
17,12,13.59,138
15,12,14.78,125
16,12,15.51,196
16,12,15.87,133
17,12,16.31,245
12,12,16.51,145
15,12,16.62,115
18,12,17.43,223
18,12,17.53,212
17,12,18.09,258
11,12,18.42,160
17,12,18.43,227
10,12,18.65,251
18,12,18.71,128
15,12,18.75,132
17,12,20.88,215
14,12,21.21,117
18,12,21.22,113
14,12,22.22,185
16,12,22.35,286
15,12,23.09,102
17,12,23.38,173
17,12,24.38,128
18,12,24.69,98
11,12,24.96,216
12,12,25.35,96
13,12,25.7,419
16,12,25.85,356
13,12,25.86,127
11,12,26.09,189
17,12,26.76,193
14,12,26.97,121
12,12,29.05,400
20,12,29.44,155
14,12,29.79,130
14,12,30.6,156
8,12,32.26,325
16,12,32.32,215
11,12,32.81,270
17,12,32.88,147
19,12,32.94,145
16,12,33.2,166
12,12,33.89,275
18,12,33.93,73
14,12,34.17,138
14,12,34.27,298
13,12,34.46,340
18,12,34.95,174
14,12,34.98,203
16,12,35.23,179
14,12,35.87,244
17,12,36.08,148
16,12,36.09,169
15,12,36.16,171
17,12,36.26,184
15,12,36.34,391
15,12,37.55,381
14,12,38.19,256
11,12,38.37,161
14,12,39.08,431
17,12,39.57,255
15,12,40.28,149
17,12,40.62,221
14,12,41.77,227
16,12,41.95,142
17,12,42.07,238
18,12,42.43,279
17,12,42.51,265
16,12,43.07,352
9,12,44.17,453
16,12,44.63,161
8,12,46.01,218
9,12,46.78,215
17,12,47.23,219
18,12,47.52,187
15,12,48.23,185
16,12,48.82,325
11,12,48.88,169
11,12,52.14,199
18,12,52.75,226
16,12,56.67,221
13,12,57.62,465
11,12,58.78,307
12,12,59.3,259
15,12,59.47,230
14,12,59.88,288
17,12,61.82,270
17,12,61.98,265
11,12,63.24,297
15,12,63.58,186
16,12,63.95,232
13,12,65.23,336
15,12,67.71,463
10,12,68.14,529
14,12,68.91,140
17,12,70.83,243
11,12,71.23,290
15,12,73.73,262
11,12,77.6,433
17,12,78.13,282
19,13,8.69,212
17,13,9.67,198
17,13,11.26,125
17,13,13.82,237
17,13,13.92,187
17,13,14.72,140
10,13,14.82,112
16,13,15.07,149
16,13,16.13,180
12,13,16.35,290
18,13,16.53,273
19,13,16.65,154
11,13,17.67,126
14,13,17.94,119
9,13,19.01,135
16,13,19.33,212
17,13,19.34,232
10,13,19.38,137
12,13,19.61,222
18,13,19.66,186
15,13,19.88,129
16,13,19.92,193
19,13,20.7,129
12,13,20.78,167
18,13,21.76,149
16,13,22.07,176
15,13,23.22,256
15,13,23.68,267
19,13,24.44,187
11,13,26.22,235
14,13,26.23,233
17,13,26.8,126
14,13,26.87,143
12,13,28.05,291
11,13,29.42,176
8,13,29.98,175
16,13,30.03,157
18,13,30.16,247
20,13,30.53,136
14,13,30.66,179
17,13,30.87,223
15,13,31.33,163
19,13,31.38,170
11,13,32.38,187
14,13,32.77,401
18,13,33.65,162
17,13,33.69,209
12,13,33.74,175
16,13,34.19,185
18,13,34.21,199
17,13,34.34,175
10,13,34.92,171
12,13,35.96,424
12,13,36.64,122
15,13,37.1,224
8,13,37.76,482
17,13,37.97,247
14,13,39.47,274
15,13,39.47,188
12,13,40.08,183
18,13,40.35,169
19,13,41.1,266
16,13,41.49,168
11,13,44.47,500
17,13,45.44,223
15,13,47.13,130
13,13,47.92,311
9,13,48.39,175
14,13,48.62,209
17,13,48.92,310
12,13,50.01,363
11,13,50.2,180
13,13,50.42,189
16,13,50.98,211
17,13,51.11,205
12,13,51.33,362
12,13,51.73,364
15,13,52.65,336
16,13,52.65,220
10,13,53.55,373
15,13,54.32,309
16,13,54.5,291
12,13,54.81,319
11,13,55.14,351
15,13,55.67,310
18,13,56.46,213
11,13,56.75,363
15,13,58.12,332
15,13,58.25,221
17,13,58.27,245
12,13,58.37,322
12,13,58.92,326
14,13,59.38,300
15,13,59.42,244
10,13,60.13,295
15,13,60.68,320
17,13,61.1,232
17,13,61.17,277
14,13,61.68,210
17,13,63.04,201
11,13,63.15,183
16,13,63.21,271
11,13,65.3,362
11,13,65.61,229
11,13,68,289
16,13,68.15,278
10,13,68.32,219
12,13,68.78,355
15,13,69.04,239
15,13,70.62,262
12,13,70.62,202
15,13,70.75,235
16,13,71.06,288
17,13,71.94,230
15,13,78.26,226
18,14,10.7,142
17,14,11.16,147
17,14,11.4,105
18,14,12.72,93
17,14,14.4,152
17,14,15.18,129
16,14,15.32,198
18,14,15.95,124
18,14,16.15,159
12,14,16.48,350
17,14,17.02,205
16,14,17.42,163
19,14,17.83,152
20,14,18.19,128
18,14,18.88,201
17,14,19.34,183
18,14,20.59,218
17,14,20.97,190
13,14,21.65,313
14,14,21.81,160
18,14,22.05,154
11,14,22.21,366
15,14,22.36,356
17,14,22.46,173
13,14,22.68,173
17,14,23.29,291
16,14,24.62,229
13,14,24.68,217
14,14,24.86,244
14,14,25.07,311
11,14,25.57,323
14,14,25.76,547
17,14,25.78,200
15,14,26.23,210
18,14,27.15,231
13,14,28.22,238
17,14,28.55,140
11,14,29.23,140
14,14,29.95,247
14,14,30.15,114
14,14,30.96,133
17,14,31.5,116
14,14,31.89,229
16,14,32.37,178
18,14,33.97,212
13,14,34,191
13,14,34.14,347
17,14,34.16,199
18,14,34.64,240
11,14,34.94,148
11,14,35.94,166
17,14,36.01,242
16,14,36.24,390
18,14,36.51,155
15,14,36.71,306
18,14,37.28,293
12,14,38.06,337
18,14,38.91,238
11,14,39.33,107
14,14,39.45,215
13,14,39.75,254
18,14,41.06,156
11,14,41.29,377
13,14,43.87,271
16,14,44.25,252
15,14,44.49,271
15,14,45.5,279
17,14,46.05,238
15,14,46.21,246
16,14,47.76,278
15,14,47.84,279
10,14,48.21,260
15,14,48.59,170
16,14,49.08,342
13,14,49.58,226
16,14,51.03,308
11,14,51.15,315
15,14,51.2,218
15,14,51.27,261
15,14,51.7,398
11,14,51.73,296
15,14,54,354
15,14,54.28,157
15,14,55.72,291
17,14,55.93,167
17,14,58.3,237
11,14,58.33,361
9,14,58.43,346
16,14,59.1,235
12,14,59.54,247
12,14,59.88,325
12,14,61.24,377
17,14,63.33,302
10,14,63.34,371
12,14,63.57,408
11,14,63.94,205
16,14,63.95,308
15,14,65.89,255
15,14,67.18,274
11,14,67.33,267
16,14,68.82,334
14,14,72.48,448
18,14,73.39,216
12,14,73.69,394
17,14,75.46,257
15,14,76.39,298
11,14,78.93,413
18,15,10.85,73
19,15,11.52,112
10,15,12.12,316
17,15,15.04,190
18,15,16.13,142
19,15,17.74,186
15,15,17.8,368
18,15,18.18,134
10,15,18.72,214
11,15,19.37,219
17,15,20.17,169
18,15,20.27,141
18,15,20.3,168
14,15,20.32,217
10,15,20.65,255
17,15,21.14,122
13,15,21.23,259
17,15,21.32,181
18,15,21.45,312
15,15,21.55,196
18,15,21.93,213
18,15,22.12,236
16,15,22.29,235
18,15,23.14,215
11,15,23.5,204
11,15,23.65,224
18,15,24.26,143
17,15,24.48,168
13,15,25.12,154
19,15,25.82,186
16,15,26.26,371
16,15,27.15,330
17,15,27.41,182
18,15,28.02,149
17,15,28.07,177
18,15,28.25,209
18,15,28.38,199
17,15,28.63,140
15,15,30.49,163
16,15,30.6,381
15,15,31.02,148
20,15,31.33,85
17,15,32.4,246
11,15,32.71,146
17,15,32.75,185
17,15,32.99,114
15,15,33.15,429
14,15,33.24,184
15,15,33.5,311
10,15,33.53,179
11,15,33.68,202
19,15,34.29,130
17,15,34.59,182
17,15,35.78,210
15,15,36.46,353
18,15,36.53,271
16,15,37.48,286
12,15,37.53,220
14,15,38.38,261
17,15,38.72,164
16,15,38.74,145
13,15,38.8,243
16,15,38.92,171
13,15,39.38,299
16,15,39.62,287
18,15,40.32,172
16,15,40.33,180
17,15,40.45,223
13,15,40.62,172
16,15,41.77,105
15,15,42.78,190
19,15,42.93,143
18,15,43,117
17,15,43.12,251
16,15,43.25,274
17,15,43.35,254
16,15,43.8,319
15,15,43.99,211
11,15,44.22,361
19,15,45.36,179
16,15,45.57,264
15,15,46.58,363
16,15,47.02,275
16,15,47.12,336
15,15,48.08,240
17,15,48.89,243
18,15,49.62,218
14,15,49.73,257
17,15,49.92,204
15,15,50.51,226
18,15,51.8,205
15,15,51.89,384
16,15,52.31,254
16,15,52.54,262
15,15,52.89,398
11,15,53.45,270
15,15,54.44,203
10,15,55.06,414
15,15,55.33,219
15,15,57.28,244
14,15,57.64,580
12,15,59.5,281
14,15,61.26,369
11,15,61.35,243
15,15,61.9,262
17,15,62.41,324
12,15,62.99,283
16,15,64.01,275
15,15,64.42,315
12,15,65.31,354
16,15,65.71,201
15,15,66.01,275
14,15,66.04,302
12,15,66.29,354
12,15,66.41,265
15,15,68.94,255
16,15,69.22,178
16,15,70.01,303
14,15,71.13,318
13,15,73.27,414
17,15,74.97,293
15,15,75.74,252
10,15,76.12,420
15,15,76.62,240
17,15,78.6,238
17,15,79.54,300
19,16,14.46,117
15,16,14.62,108
18,16,15.24,156
9,16,16.32,41
19,16,16.55,142
16,16,16.58,237
19,16,17.6,218
19,16,17.66,104
17,16,18.18,272
18,16,18.33,143
18,16,18.6,161
13,16,20,217
15,16,20.33,403
16,16,20.53,167
19,16,20.84,174
13,16,21.7,236
17,16,21.73,240
17,16,22.35,133
18,16,22.54,162
8,16,22.55,132
16,16,22.76,282
16,16,23.28,230
13,16,23.31,362
16,16,23.38,121
20,16,23.53,155
15,16,23.57,179
16,16,23.58,357
18,16,23.84,124
14,16,24.21,298
19,16,24.59,184
15,16,24.65,162
11,16,24.87,316
16,16,25.48,151
16,16,25.83,198
16,16,26.73,165
20,16,27.33,154
17,16,27.94,308
13,16,28.27,423
12,16,28.89,103
15,16,29.23,315
17,16,29.31,279
17,16,30.18,265
12,16,30.22,152
16,16,30.23,165
13,16,30.35,169
15,16,30.71,191
14,16,30.83,210
10,16,31.3,269
17,16,31.6,316
19,16,32.66,170
14,16,32.92,180
17,16,33,309
16,16,33.48,203
16,16,33.64,237
15,16,34.23,187
17,16,34.45,216
17,16,34.47,180
14,16,34.57,252
10,16,35.24,195
15,16,35.99,203
10,16,36.77,251
15,16,37.34,234
15,16,37.52,160
16,16,38.33,123
18,16,38.5,205
11,16,38.52,234
11,16,38.75,124
13,16,39.13,285
15,16,39.65,302
16,16,40.15,181
14,16,40.38,309
15,16,40.55,185
14,16,40.7,269
15,16,41.06,301
14,16,41.48,219
15,16,42.19,312
14,16,44.56,222
16,16,44.64,286
14,16,44.81,363
13,16,45.01,336
16,16,46.23,201
15,16,46.4,170
17,16,46.6,235
14,16,46.96,265
15,16,50.3,279
14,16,51.69,296
10,16,51.76,193
14,16,52.85,461
15,16,53.24,164
17,16,53.25,156
15,16,54.27,226
14,16,54.36,128
15,16,54.43,289
16,16,54.5,201
13,16,54.55,316
10,16,54.62,458
16,16,54.8,189
15,16,54.82,370
9,16,55.14,238
11,16,59.18,236
14,16,59.53,267
17,16,59.99,217
15,16,60.04,308
14,16,60.21,458
11,16,60.31,133
18,16,60.49,229
14,16,61.2,270
11,16,61.42,226
11,16,61.44,244
15,16,61.67,267
11,16,62.59,435
16,16,63.02,271
