hora_tour_start,stops_last,total_distance_last,Duracion Tour(m)
16,36,55.03,365
13,36,55.11,419
12,36,55.25,175
14,36,57.99,422
11,36,58.97,500
12,36,59.48,345
15,36,65.17,351
16,36,71.29,355
11,36,76.68,363
17,37,18.63,219
12,37,26.43,335
15,37,26.49,258
12,37,28.29,291
16,37,30.71,264
13,37,30.97,381
16,37,31.97,275
12,37,32.18,272
11,37,32.25,354
13,37,32.31,288
17,37,33.91,188
15,37,34.24,442
15,37,36.65,386
17,37,37.55,358
15,37,38.7,339
10,37,41.35,371
11,37,42.07,381
12,37,48.11,366
15,37,49.84,186
18,37,50.87,257
10,38,18.62,340
16,38,23.1,60
16,38,25.52,356
14,38,26.53,287
12,38,27.02,473
14,38,28.24,279
16,38,28.37,252
15,38,29.73,275
12,38,34.05,345
14,38,35.69,265
16,38,35.97,220
16,38,36.02,216
14,38,43.4,378
14,38,45.91,387
11,38,45.91,366
11,38,47.65,382
15,38,48.82,272
12,38,52.81,333
16,38,56.34,286
16,38,59.01,317
12,39,22.9,386
13,39,23.65,240
10,39,23.98,448
12,39,27.3,484
16,39,29.21,249
16,39,29.62,287
13,39,30.82,363
12,39,31.62,396
16,39,31.96,284
16,39,32.64,220
16,39,33.94,233
16,39,35.12,218
12,39,42.89,413
10,39,45.09,444
17,39,50.17,358
10,39,59.44,473
14,39,59.74,413
16,39,63.41,326
15,40,21.53,268
8,40,21.68,351
13,40,24.25,288
13,40,24.52,230
13,40,25.1,281
13,40,25.62,227
13,40,30.53,291
16,40,33.73,322
15,40,34.81,324
16,40,35.43,245
16,40,39.93,260
12,40,40.64,416
16,40,40.94,251
13,40,41.16,345
12,40,43.82,291
16,40,49.52,351
18,40,50.27,234
16,40,51.47,315
12,40,54.33,459
12,40,55.82,422
15,40,58.33,468
11,40,63.27,527
12,40,72.19,404
9,40,75.09,554
11,40,75.78,360
13,41,20.52,248
16,41,22.66,241
17,41,25.8,287
16,41,26.31,304
16,41,28.44,262
12,41,30.61,380
13,41,31.56,328
12,41,36.5,350
11,41,42.59,388
16,41,48.44,257
10,41,55.46,570
17,41,57.5,375
15,41,57.52,287
16,41,58.57,274
17,41,70.19,297
16,42,19.09,333
16,42,24.72,333
16,42,25.23,349
14,42,27.27,287
12,42,27.92,402
12,42,28.43,277
14,42,29.14,355
16,42,34.6,331
16,42,36.87,305
16,42,38.94,271
16,42,46.02,327
11,42,48.23,547
16,42,49.6,264
17,43,28.68,281
15,43,32.33,386
16,43,35.76,313
13,43,38.96,372
8,43,72.02,507
12,43,77.29,531
12,44,25.7,334
14,44,32.27,374
11,44,32.88,274
12,44,37.56,339
9,44,38.12,253
12,44,39.5,567
12,44,40.43,522
16,44,42.43,386
16,44,43.46,334
16,44,45.45,348
11,44,48.88,465
15,44,53.46,290
17,44,58.72,289
15,45,29.93,382
13,45,35.53,350
12,45,40.26,409
11,45,43.8,474
16,45,52.06,291
